Transaction ID,Transaction Hour,Transaction Amount,Account Age Days,Is Fraudulent,y_pred,y_pred_proba
39df6f62-391c-4556-b01b-eae714f8ac6f,22,149.61,189,0,0,0.2915329140611011
628f410c-9bda-48a8-a386-19027c206a67,12,510.5,220,1,0,0.2567242105965068
edf5c66c-11f4-4a20-b5e4-a18a142e6c89,12,112.58,22,0,0,0.0134415807172193
dc81a564-9e75-4355-be0c-1c72e6070e94,8,14.78,113,0,0,0.0323955318657196
5d4c4889-de4e-4752-a484-db92be2cb4de,16,342.15,246,0,0,0.3172595843243084
88e18fc1-4923-4897-be99-2a8d93b23c82,23,181.43,271,0,0,0.3256797055994034
864fc000-376a-41dc-916e-c032b3dbbf3a,18,76.02,57,0,0,0.3118213969274155
15d843f3-a759-43c1-a321-f8f0c2f94d6c,0,50.14,89,0,0,0.0683293405060012
5aa93677-8aac-4930-8d81-ddfe8784a6c1,2,212.03,338,0,0,0.2021090847356716
f1bf50d6-658c-4e9a-84b5-89e82130d27b,21,73.34,108,0,0,0.2397152274040475
be011181-3590-4839-a88e-6953465a7851,0,10.1,337,0,0,0.088913675118774
e0b7ba15-7253-45b9-90b4-84691f423b68,9,270.22,342,0,0,0.3399738307998545
95162b3f-1bbb-428f-8c88-1cec6e6785f6,15,274.96,31,0,0,0.2071725948317327
97fa1dca-1615-4fb7-8e49-7ace9796712d,15,114.56,13,1,0,0.0321670578578327
56a63104-2086-47ae-9c93-9c56e94fe662,11,262.06,298,0,0,0.2412136238319387
4c70d7d1-028e-498b-9501-152042db6d04,19,189.37,233,0,0,0.2735827755788343
72415697-84c6-41b7-a9d5-7438e49d4bdc,2,41.29,8,0,1,0.7707319663517956
0ecc0949-b9a5-4a1b-bbb8-8f30e8ec2c08,23,23.16,341,0,0,0.129516013003512
141742de-e3a7-43a6-97bb-37e7185a0ce2,21,361.88,339,0,0,0.3123368844347652
fcea71f0-fc19-4cbd-80ca-7c30d9a5a74b,2,210.24,246,0,0,0.1526183562655314
a71ed36f-b2df-4247-a70c-d3b736ababed,3,337.96,251,0,0,0.2856021308883719
1a0c449a-02af-4217-8d11-f6280cc4f13f,6,301.53,212,0,0,0.3201288960906397
6ca3ee8e-37ed-4130-81e4-d0cdc8b0a1f2,6,109.24,97,0,0,0.3850071883988951
8d526fcb-9a46-4861-81bb-388cc5032135,3,43.8,43,0,0,0.2754326580431667
6d5176c4-d8c8-459a-8026-4c51624f0a0f,0,60.93,75,0,0,0.3597725731639647
180bea48-1bb8-4965-a9e7-3d42a72f6f2b,15,37.72,8,0,0,0.1925215767127485
bdbb3a92-e235-46bc-8549-ed468c725bb2,13,331.96,325,0,0,0.215350744241963
87b153e2-0c3a-4dd6-95b0-087b58b4f79d,6,338.61,190,0,0,0.0722641462636373
405ad9df-b9d0-4f30-b36c-a4fa8c70d853,3,1143.64,48,0,0,0.281919505324777
5a8c5dc2-5ab5-44cc-86df-b03c1b287988,5,90.37,343,0,0,0.0020961360712833
b2d5f7ea-888b-4c5c-ab79-3e662691a9e3,6,235.57,259,0,0,0.3009274236330764
f0e21465-dca2-4c91-9aaf-bfe63c366345,1,155.1,48,0,0,0.3687758075325059
6b62d89a-0b32-4f2e-aae9-760b0ce89fe5,23,577.28,268,0,0,0.351902482721884
cdceb913-eaa9-4c2e-b706-6db7b2926094,1,276.28,82,0,0,0.2299555989230062
e1a2536d-5c61-4020-8754-b3f77ee90b5b,15,266.23,193,0,0,0.0141433237827194
2ba83ded-65e0-4ecb-8d3e-5db6129fbcec,23,69.94,163,0,0,0.0554830050049583
875b06c6-3710-4778-a33b-ae3fd7209094,3,216.3,265,0,0,0.1932756308921811
ab864730-d9b6-4387-bccf-303dee9c1c06,5,16.62,217,0,0,0.251370163965553
dde18122-d42c-4c87-bdd6-0c9d12ef92d4,12,70.7,357,0,0,0.0025504426902003
a277316d-cbca-4433-aa4a-7af5fdd9f3f0,6,189.68,288,0,0,0.3389874131707936
b2c909f3-c2a2-44dd-9d6d-94ee39a5d3ca,20,38.46,2,0,0,0.1560075211475398
4aa3cb5e-070f-491a-ab3d-602c13a4a3a5,23,111.61,30,0,0,0.341666591828373
24243e2e-23fa-4ac5-8499-36c5e62b8fc8,8,79.07,258,0,0,0.0857039408254983
c200c004-4b9d-4e9c-8355-1283bad0abdb,4,803.92,336,0,0,0.0860159604705321
50fe4501-a1cc-4202-aa4f-c1fa623e207e,4,26.53,134,0,0,0.1825140653483737
7b6bb8f1-9bb4-42a6-8fb1-6873ee08490f,1,117.24,149,0,0,0.0163714688888629
e539604f-6c35-488a-941f-9a9a624b4509,23,397.69,78,0,0,0.2736650783948009
8ab2cb55-5619-48f4-ab4b-cfb1ce2e8a5d,21,309.62,348,0,0,0.1826686739057136
03a8a961-fbc5-419c-b233-334f5831a4d7,5,961.95,118,1,0,0.2693500927794245
c41918a6-3973-49dc-aaa9-60fbfcc4e563,12,208.33,170,0,0,0.2102219850547549
af81221b-6064-434c-a64a-e098bce11f2d,14,83.12,324,0,0,0.0117239661480064
a354afcc-9df0-4b63-a15d-67fa3c3211f2,10,171.32,242,0,0,0.0559767430486277
63cb3265-b204-4362-a895-7deae8cf301e,0,16.78,216,0,0,0.3140954635285164
1f03500f-2917-4655-8411-e588883b001b,2,126.5,349,0,0,0.1414278780059441
35f39fc9-d4ff-4450-a6fd-4c1015189d57,0,23.45,231,0,0,0.2783633966583403
638aa342-ad5a-46a4-9fe1-6035d9e29851,8,99.25,123,0,0,0.1732540116710902
c9923e9b-aa7c-4170-b250-309f3a4dd736,13,219.07,49,0,0,0.3788151595914516
9e0d579c-0118-4056-8eab-327b7ab1b96c,23,273.11,347,0,0,0.0360159807823984
9182aae2-f066-4197-b9ad-a4e8119d5e66,15,84.15,248,0,0,0.2944778615897583
3cba4317-ed15-467b-8ec0-2da0649427ad,21,105.52,254,0,0,0.2926285760279922
51254a5b-2dd7-4fb2-be63-eaff87820d45,12,42.03,51,0,0,0.3325607585843211
cce7bea7-78c3-465e-b4e8-d653b213fbdc,21,885.21,351,0,0,0.3688654159196362
21c25811-ea54-4937-9cb4-e367eed45401,19,521.99,349,0,0,0.1570313756102273
e470c423-ad0e-443d-8e7b-cabcd0702c21,15,83.01,308,0,0,0.3182421394112723
132a33ca-844f-4c5e-8328-aa8f729d006f,21,105.63,107,0,0,0.1418919215248306
8919d9b5-744c-4aba-8e23-3b96488aaee2,9,85.39,151,0,0,0.0664061572607843
49df636e-bcfe-4083-9c9a-5d5d0fe87581,18,725.56,249,0,0,0.1113917972434013
583c86c8-bbff-4788-90a5-554f106c3683,22,86.73,281,0,0,0.1233762071781017
febf2a2a-9bcc-441a-a3b8-c43a65185d60,0,560.25,177,0,0,0.3669370747711182
c9a6c180-3fa4-4635-b860-522a4b7e33cb,7,861.12,45,0,0,0.0910078419313158
68e3bffc-a352-41ba-8734-ce08dc4da3bc,8,70.5,4,0,0,0.1305430146079741
bf393ec2-779b-46d4-be4b-e82ac5d69b52,18,141.19,83,0,0,0.1470498748834844
a5b0ca86-c9f7-4ca4-8486-b3cdb92f7a85,9,61.14,244,0,0,0.1206668506067374
a1e5526e-696d-47b7-a55a-c1e35cd4245c,20,344.85,259,0,0,0.0265168963462356
e3bf0101-300d-447f-bb51-3839054e02cc,17,229.69,1,0,0,0.2645579842846825
c8c9466e-5302-4fd8-8981-1ab4fc579026,21,124.8,47,0,0,0.00858247817345
fb51bedf-87af-4d7b-bfd5-56c900398265,19,12.53,14,0,0,0.2568049250802006
b5a2470f-9d17-4e4f-bec2-1915b2bbf685,13,27.22,8,1,0,0.1236779431725869
6558e1a2-a6e2-41bf-a4ff-143bcc4821e5,11,450.54,325,0,0,0.2597168265075227
65d3be96-4dea-4abd-b45e-ca8c9ad04f58,21,135.59,277,0,0,0.374259030267292
07d07ef7-9906-4db7-8802-ae508f8c8405,13,29.81,261,0,0,0.2057536983017927
63d4eab9-aebd-49ec-ad7e-787aa1205cee,10,124.89,38,0,0,0.0474532126157024
a5874f39-bc33-4870-b67d-274a8b654621,12,498.46,314,0,0,0.1308505206649342
64d107c0-e538-4789-a055-7823b1d21cbb,16,668.66,230,0,0,0.0335267147474277
6f6dc1fd-702e-494e-be04-15b500627408,15,62.56,198,0,0,0.3805060640596225
3e274c97-a85a-41c4-87cf-62e5ea73a54a,23,671.06,266,0,0,0.368939778089887
29a6445e-7845-490f-8957-bf960020a493,11,19.92,324,0,0,0.1389131765731401
d69e24ed-e9fd-4426-8b8d-4a5311082e67,5,167.02,269,0,0,0.3889249438693135
aa4f03a8-c1fd-472a-b346-dee9c089d2b6,2,709.4,16,1,0,0.4186181123999455
33e7eb3b-e55a-4137-87c2-10a1cc652d43,19,232.94,297,0,0,0.3801010531720926
94735d09-be4f-4185-bb90-9c4c0299ca13,11,142.14,249,0,0,0.0436240084801929
a0587955-2d47-4db8-b288-2c1a089b9b8b,22,83.97,193,0,0,0.1815730348374165
1b5ac78e-5f68-46ef-a895-4603e271cee3,1,106.55,16,1,0,0.4529649936234654
2d9bde67-58d2-4ffd-b4e5-09fabf93e413,17,25.19,42,0,0,0.1333010398342918
90240a56-1d76-4a1e-bfd4-d6d1b729752a,4,200.34,41,0,0,0.3346075562010994
927ad354-15dc-4612-aa19-1074cb02eb5d,2,366.04,115,0,0,0.2208607255645214
620ee97d-fdec-4732-8a65-fa6b48fd1949,5,89.65,150,0,0,0.1706574868144256
0c9c6452-91dc-4ffa-afb5-dde74c6af1dd,14,350.46,287,0,0,0.0612203547345051
fa05d161-16b2-46a8-bf4f-e0f4e56b9fb7,13,128.1,173,0,0,0.249281995189157
dbd5fd06-a310-4fb6-91ee-1c398c2171d5,0,126.14,359,0,0,0.2605039038836661
861e9f74-6245-435e-ba06-a92419887585,2,172.63,260,0,0,0.082713900181672
30145372-89f7-4f61-84e7-1875f825fc0b,4,441.68,350,0,0,0.1434974198487526
03efeeca-17da-4afd-849e-90e597b92683,10,29.46,32,0,0,0.3546748402681092
d3d5d212-abf0-4a32-8df8-1715446e7cd0,3,285.3,364,0,0,0.1205697508931599
05424ac2-ae03-43da-a50c-5c5e9794cbbb,8,114.09,3,0,0,0.262245934860277
a4e7101a-5531-41df-8106-d3f4cfc9ea4a,3,275.2,254,0,0,0.0052454003224618
0b6e6097-cbf6-4e31-b9b9-0366d7f967ce,22,176.98,106,0,0,0.2434410166932913
ba827e40-4bff-48ff-aa9d-5e9af622f31f,18,35.23,365,0,0,0.2436911405723729
f98827e9-1d5c-42f5-a427-09f7c19f0fc6,22,271.16,104,0,0,0.3114923253310957
0d1b206b-1eb0-4f7d-b6f6-53f79332edc9,2,172.62,188,0,0,0.212194078245547
42a20fe2-e7ef-4428-abb9-0b307d57ea62,23,146.26,312,0,0,0.2082233360207131
8df5ac07-52e7-4e8e-acbf-078675ea9856,2,90.72,78,0,0,0.2095947514557232
e964fbeb-2999-43ba-bfd1-c3b18c4073d2,4,159.43,261,1,0,0.4279278477043646
ef6f06bc-d1bb-4eab-bdd8-3bbb5b618e90,15,241.49,242,0,0,0.2716801621185487
e710d7ed-9111-4868-8488-4e38e6a02b23,13,290.77,162,0,0,0.1606396875711213
30ca0b97-479c-40c7-8d3d-39c56442f83b,6,482.28,243,0,0,0.1073803757956777
bced4cd5-34a8-4be5-a1d5-d2cfb295c135,6,680.45,285,1,0,0.2466369788791272
1f06de7b-d4b0-4e07-91ee-a70ac75e35b2,7,244.19,175,0,0,0.1985732128131724
4e3fd657-e25b-4e35-80ba-e61b5fc6cf5b,5,89.1,138,0,0,0.0686388754679331
a212edb9-caed-48af-a697-940a79076a43,7,111.67,266,0,0,0.2052153708052815
7a7e0a1a-af0b-412e-8d8b-591ee164a906,2,28.13,284,0,0,0.2996607281097335
3cf0b615-f4c9-472e-a808-6c2f26f398da,6,43.8,67,0,0,0.3822513084794386
90212839-dde1-477b-8119-291c369a74fd,0,54.9,254,0,0,0.0287938159485894
853afab2-19ab-4a6c-8989-b6a30d80b752,11,207.05,359,0,0,0.2025518393098173
1b52a3da-c6c7-4417-8920-8afbca9b9c14,12,114.61,117,0,0,0.0551132043798996
51b89c38-a597-4d14-af27-6a9713e828a7,8,83.19,98,0,0,0.0933566593043204
db6cdcda-6b13-4cbf-9425-4fcd99db6628,7,158.21,123,0,0,0.3213134067032108
bf8cfe6b-9dab-4771-90a5-940611df6850,15,80.16,301,0,0,0.3898827891676685
0bed2a2c-d713-4258-aaf4-76e754df2893,2,766.4,14,1,0,0.4143182448193901
4a24bb7f-10ac-4144-9daf-ed50166f9da6,8,111.7,111,0,0,0.2802937171979016
da30b248-3704-4e0b-afdd-d2201941008f,18,99.44,28,0,0,0.315616418756065
1d45f321-b2bc-4937-9001-a7eff8a6ea7d,0,57.59,218,0,0,0.1419772533079907
1cfec198-78c3-4aa1-8aea-12dd4d4432e6,4,402.97,106,0,0,0.2838197546796255
8b7be162-2366-41a8-88de-fdfb8fbd1159,13,303.18,149,0,0,0.0206019687703602
633c235d-d072-43f4-8399-e53ceec5faf9,5,95.27,289,0,0,0.0962873896099897
d7236c98-91e7-491f-93ad-72d15489e705,11,189.53,163,0,0,0.0117847058764618
bc038941-1843-444e-a101-37d5f2cdf5b5,1,27.73,80,0,0,0.0498197387373268
4cfa0000-ff4f-4606-8eca-6698b2ffebe7,3,262.11,16,0,1,0.7505298704373118
725412a5-8e31-423c-b12f-149373eb3711,16,237.41,40,0,0,0.091514320465964
a2f71b53-d8c1-4278-bed8-d28bfb3982a1,23,144.31,69,0,0,0.2454508392574243
9168ba66-3072-4060-a1a8-3eb8a9fda578,5,102.05,176,0,0,0.2691501934616121
5c2d6572-80ae-462c-a956-8d21b44d02b5,3,164.27,227,0,0,0.339020740011528
f15ff87e-052f-4f56-871d-0ba512162c5b,12,265.44,20,0,0,0.2192744203073797
c50149e1-6b1d-4abc-a2c8-97f006918703,16,93.68,364,0,0,0.360350903828513
d79a9ab8-da0c-4757-ad12-9ebd67a88d78,18,200.19,239,0,0,0.2416493335288739
0131f47f-120d-4b7c-85cc-fd62946f98da,6,241.71,265,0,0,0.2054684906695857
74a1faa5-38c0-4450-90eb-e695be0e02f0,9,108.33,119,0,0,0.125521219930513
59ac0ba0-fd98-48be-aeb1-5da4f6aee87c,3,112.26,271,0,0,0.2143927798288478
cf104355-e4e2-4e32-9967-aede7f67b2d2,11,144.24,279,0,0,0.353648873485812
bf5b0760-f183-41ae-8c83-397da8efe43c,7,926.82,256,0,0,0.0600575249670471
ae1791a4-73c5-481f-8489-c63ba324c9f9,13,15.03,132,0,0,0.2462562568282648
05be49d6-76c1-4725-b308-9a781a3d4a83,1,947.8,184,0,0,0.2801124585077882
d4abb63d-43cf-4f9d-8682-fc4ea1e8b564,15,457.38,248,0,0,0.359094135836759
3fbdae32-4564-432f-864e-d0da743e3397,19,86.26,186,0,0,0.2147585405438254
0e70f331-1f3c-4471-99ea-43086eddba39,12,693.64,335,0,0,0.0843890627550459
f03dc068-6f10-47f4-81cf-c7f46e93e17e,8,494.52,245,0,0,0.0143340805946842
e75aeab7-924e-40fc-a56c-b49487afeaef,3,910.34,255,0,0,0.1013586790953431
bcc308e7-8014-41fe-841b-e98dd58563de,12,498.81,11,0,0,0.0019581962698644
fef29f4b-939f-43e7-a7b5-b9e0889640eb,1,141.24,208,0,0,0.2708442346387339
e805f439-c0af-4fa2-b410-14f73923e4be,17,1062.22,257,0,0,0.3100051351591875
a9b817de-aebe-43c2-aa45-d1180c3b5c49,6,30.0,7,0,0,0.2274104359171427
812c3335-cd54-4623-90bf-2f9fb1ba9b15,19,167.46,155,0,0,0.0555487318386751
e6c86469-d646-4486-95aa-324be76b0976,12,216.24,243,0,0,0.1735197003872051
e837c149-eca9-4804-ba0d-9e8d1876e376,1,237.06,180,0,0,0.2515567421180988
58d33690-cd0b-4105-a19e-e532f5e107a7,3,38.87,183,0,0,0.1809295183432505
6e8a9402-1e1a-4a9d-811f-f00d778dc25b,4,783.54,218,0,0,0.3473139785359399
6de7f4b9-652e-4a69-831a-2803deba8474,5,113.97,223,0,0,0.1574652395434913
a3e5cccb-c204-4fad-84e3-8a9f4efb68f6,12,237.72,113,0,0,0.385092652397677
7fceb969-4fdb-44ea-a4b9-130751037e7e,7,68.26,294,0,0,0.3655166373923918
e7b54627-4942-4e31-87b9-7e0006827c55,2,61.22,70,0,0,0.2050194761121971
717c2e36-3a1a-4182-b9bb-478d2fdbb8ee,17,402.12,215,0,0,0.3039995886130636
c75a95e0-b361-4c9d-aba0-5bc18faa3f10,9,76.45,52,0,0,0.1144532321821927
9a5f1a5d-7dc6-4869-a6e5-1345c6cae8da,23,32.53,71,0,0,0.3023335766324305
cccda5b4-2e75-42a5-bb36-92b1da14f355,5,525.45,174,1,0,0.011342079086333
203f857e-8c2f-4341-874b-e1f638c43f06,22,87.28,80,0,0,0.1815850506632876
da72f365-e989-43a7-b38a-4c2d5da09e5b,20,210.06,83,0,0,0.1058258875107316
bdb6805f-ec33-4cb8-ad0c-91edd8f1b5e1,4,1201.47,284,1,0,0.4036151439518771
6b20c0c2-0d37-44d0-9c29-c13fa33fe31a,1,36.08,142,0,0,0.0847866472573606
9e2cea69-8e87-4c3a-933e-1feda931971f,8,171.66,203,0,0,0.1263164499166724
15cdf913-3051-462e-a17b-c68f6fef357c,17,268.17,121,0,0,0.001033913176083
e47f1413-c73b-4607-9950-ed2fe6a98b6e,19,276.44,230,0,0,0.1146595231227223
e028e67a-1975-4b47-b0ba-99651446e622,1,14.36,202,0,0,0.1201818352552
abae1bb9-aaa5-46e4-9355-fc894e4e8717,6,327.89,236,0,0,0.0987260739296272
5a8cc98d-3d41-48f9-a599-05d0a899772d,22,47.43,85,0,0,0.3595185188455249
1ac18a12-6399-4d1a-9d3f-b44d315972e0,20,146.69,132,0,0,0.1488783768297197
9a3a8b9c-7be4-412f-a1b6-a8d103774595,7,987.19,51,0,0,0.2917656166221911
dce8508a-13d3-4199-aced-a6d140419817,14,82.01,65,0,0,0.2087065873327579
8e6aaa8a-2ed0-4da8-bf2a-5f75a63282e1,19,524.75,3,0,0,0.2968317673413205
4821b8a3-ffa1-4dd9-a85a-2f7311f77f93,17,41.49,36,0,0,0.1831278024157968
54940b7a-47ec-4a47-91ec-7446af4a6569,11,187.74,136,0,0,0.0270402081520703
0c816170-dd8b-4e39-9023-abb368a3c67e,16,580.85,277,0,0,0.0285809673523342
08f3b162-ef3f-4719-bf15-ed42a9fdd770,16,124.06,155,0,0,0.1155269630755354
76a945be-11ff-49be-b733-1ebc186ce862,12,510.5,255,0,0,0.3594706298869645
80e19358-9e7a-47a4-9d13-266a96c9e2c9,3,22.2,123,0,0,0.2883256800215016
20f456c5-78f1-4008-953b-3a9ba10884f0,2,170.86,359,0,0,0.1115039753825563
057951e6-134b-4fd7-b33e-d8d84b4b1ed6,0,208.45,217,0,0,0.1674821480435999
309b88a9-788e-450d-b6aa-4c6b8ce7adcf,12,153.66,216,0,0,0.2413600033311596
9d99def8-7c45-4626-a547-a8498a52048b,9,444.4,169,0,0,0.115101982059794
937162cf-0103-43d7-8abe-2b872340c913,18,114.03,108,0,0,0.3781510969596346
42cbbd4d-ed90-44e2-a422-ae5d5bbd6dc3,21,327.54,235,0,0,0.253268113164964
924473f4-9239-45a0-a328-53077bbdb350,4,272.08,131,0,0,0.359229922558692
f3b95acc-8f66-4af2-9e0f-c761614705bc,5,400.05,229,1,0,0.3223014327171422
20d19130-0e51-4488-997e-18aec0fe884b,19,138.25,242,0,0,0.160676017466385
9c3746f3-217c-4700-9ec1-d2854a3888f5,14,61.06,137,0,0,0.1248425202518373
4eca95b8-9d6e-44a4-b2a4-723cba1fcc46,3,43.53,348,0,0,0.28369394207473
1f2f06ed-68b3-436e-ab12-a27bdff9db28,22,169.96,242,0,0,0.0443590991518403
780c0d73-86e8-4c1a-bec3-570ea4579a31,7,361.68,244,0,0,0.1620602319678701
929c7467-f9dc-4e09-b8f7-a8c700fb26f9,23,97.39,324,0,0,0.3013419375241498
048c7475-1f8e-49ee-96bf-fc52f4ed055b,3,70.91,205,0,0,0.2590501777076423
6905e7ac-81fa-4886-9e4f-9f4d2f799240,2,241.16,29,0,0,0.213454536086178
cb4a7402-1161-47b1-98b0-c0b4e473298e,9,44.21,216,0,0,0.2965438432328226
56c3478e-a124-460d-bcc7-531c2e7a7e4d,21,783.07,17,0,0,0.0891966254080689
3264a88d-c3ec-46ff-ae97-79d9a1ed1a0f,2,160.2,133,0,0,0.3511403843040844
7a891605-ac4f-4497-8124-abf82566eed6,22,22.57,5,0,0,0.2378816365888668
13f4dd6e-2a59-44e8-8d87-9eba6426971d,2,195.2,242,1,0,0.4397652264125489
b282ebc9-bb66-4911-89be-11142ae749db,5,50.11,64,0,0,0.1831295705513969
ac9cae4a-176f-4af0-a16d-edff39eca5b0,0,39.09,7,1,0,0.4116735671390991
