Transaction ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour
fa4f3124-b101-4947-833e-d5790a8bbe6a,47.9,PayPal,home & garden,1,43,desktop,0,85,3
56694e16-28d7-458f-adb9-79aea228a9b4,249.49,credit card,electronics,3,38,mobile,0,285,14
6ba4b92b-fcd5-40ea-a0ef-64c660e266c3,276.29,credit card,home & garden,3,32,desktop,0,140,4
90a4785e-ba43-4d1a-b2ef-cbac98bb914b,679.85,credit card,electronics,5,24,tablet,0,179,21
8cd858a3-8a3b-41b3-88e6-cd33f83e9e4c,416.46,credit card,clothing,1,41,mobile,0,234,22
ebe65b12-57a9-4d28-b239-280a00220083,126.99,bank transfer,clothing,1,34,mobile,0,175,21
83a079e4-3dc2-4687-9040-3e0b29e33885,58.34,PayPal,electronics,2,47,mobile,0,224,11
1ebeeaa0-1b38-4b62-96c1-d6b569e98b8f,40.56,debit card,electronics,2,32,tablet,0,232,4
c069dfcb-e4f0-4771-80bc-9d0bb90cf591,50.27,bank transfer,health & beauty,3,39,tablet,0,44,1
ede4c1db-772b-4873-8890-648685bff62b,98.96,PayPal,electronics,2,47,tablet,0,195,20
2c99bb17-d1f6-444d-b5fb-a1457e3007a0,85.46,debit card,toys & games,3,17,mobile,0,65,2
878e1148-0507-428a-9ac9-ef61fd1c2366,270.37,bank transfer,health & beauty,2,25,tablet,0,345,7
e4479d01-380a-4a08-9c1e-f24d6a376646,39.58,debit card,electronics,4,41,desktop,0,151,3
10356366-4ff1-43d1-9e45-00ddf432e93e,86.6,bank transfer,home & garden,5,20,desktop,0,47,5
b5ca2f8c-4743-4277-9ce5-3523bc10e3da,153.8,debit card,home & garden,2,31,mobile,0,124,12
e3275c03-81aa-4619-bf55-8cebb34b82a4,25.72,credit card,clothing,5,40,desktop,0,228,6
87aef42e-635e-4953-9d33-5f8c8e11baeb,12.95,credit card,health & beauty,3,32,desktop,0,196,9
25aaead5-34c3-4546-b672-8b367f14d4d7,633.19,bank transfer,electronics,3,20,desktop,0,197,2
26990e6e-94ff-4860-9787-9adfb8fba88d,669.81,bank transfer,electronics,4,36,tablet,0,179,1
cd68f211-441c-412e-a97a-68401f5274f9,93.52,credit card,electronics,1,31,desktop,0,328,12
04784b04-a633-406c-ab1e-64aa27fec506,218.66,credit card,toys & games,3,45,desktop,0,96,18
dcce2d18-0e88-45e7-ad17-b13fc79b41c5,664.32,debit card,clothing,3,26,desktop,0,336,10
a486cde6-effe-4563-bc8d-ad11582f14bd,120.59,credit card,health & beauty,1,44,mobile,0,68,0
c0a471de-ea57-42cf-a908-30be1e21cb96,224.9,bank transfer,health & beauty,2,36,desktop,0,199,13
f37149d8-4a66-48f5-a0b0-9326f656dda6,159.0,debit card,home & garden,3,28,desktop,0,148,22
979bfcc6-9d2d-4e9d-8c29-bbe2dd9634a4,672.55,bank transfer,health & beauty,3,43,desktop,0,340,2
673e47c3-2828-4bad-93d4-39079a0dda55,511.49,PayPal,clothing,4,46,desktop,0,52,4
624b1dea-7799-4189-bed8-af6f64fbf03d,11.97,bank transfer,health & beauty,5,43,mobile,0,280,6
4c159631-2a0e-49a3-940b-65b027c0a130,241.73,credit card,health & beauty,4,45,tablet,0,4,18
54c378d7-1fea-4f33-8aee-845fe04297b1,45.76,PayPal,health & beauty,3,43,mobile,0,92,2
a534ccd7-5f59-4fe0-b587-80373102db45,86.88,PayPal,home & garden,1,31,desktop,0,298,16
8bc22c74-2bcc-49e9-8f6c-eda944ddd79c,25.33,PayPal,toys & games,2,25,mobile,0,297,13
50291cd4-f2db-4ef7-85a9-4154d9cf5a63,183.64,credit card,clothing,2,41,tablet,0,79,11
f780a453-23ef-4cfc-846f-89d1c27e51e8,38.71,credit card,health & beauty,1,44,mobile,0,229,18
ef681ac3-5d06-48f7-a6c1-fac237b2e6c2,95.39,PayPal,clothing,4,37,desktop,0,315,21
3445b70c-7e7a-4892-be5f-977abe0a6b2e,15.33,bank transfer,home & garden,5,17,desktop,0,14,1
aab0f2c7-df0d-4685-98f0-9e0dd561dfe0,196.86,PayPal,home & garden,5,50,tablet,0,94,13
4537f80f-1690-4687-bb00-bf7de6b973c5,227.67,PayPal,health & beauty,3,45,desktop,0,31,5
500ae31b-b709-4c57-9b40-22b25df93868,387.35,PayPal,home & garden,3,41,mobile,0,30,9
ad42b9c0-5d0e-467b-92ac-2017476a36a0,236.13,PayPal,toys & games,5,15,tablet,0,255,7
ae361831-5d93-428e-8a2a-212ca44d112c,189.69,PayPal,home & garden,2,28,desktop,0,304,16
0a24cbf7-22ef-4063-be5f-67c8b4ecc679,201.11,PayPal,home & garden,4,37,desktop,0,34,6
0f2fe246-b71d-45e6-bd5b-893c416ff61b,34.73,credit card,toys & games,1,29,desktop,0,100,15
92b60809-917d-4c78-9604-0bfdbfc11753,241.31,debit card,clothing,1,47,desktop,0,3,12
a99e412c-c16e-48ce-a653-5d2cca64a3ad,41.63,credit card,home & garden,2,44,desktop,0,238,9
b34bb57b-6eed-4ff2-a9e8-7215019fbf21,106.34,debit card,electronics,2,24,mobile,0,38,16
c97fcbf5-0209-462e-bfb7-1eeb4f5c1947,260.59,credit card,clothing,1,42,desktop,0,306,2
c0668e92-3c58-4872-8c1e-634d2c92ed81,118.37,credit card,clothing,4,31,mobile,0,58,7
07d07ef7-9906-4db7-8802-ae508f8c8405,29.81,credit card,clothing,1,23,tablet,0,261,13
f350f048-2cc7-48e6-9be6-ec129715882d,133.73,bank transfer,home & garden,3,41,tablet,0,126,6
a7a49504-c84d-4402-9da8-8925de15d7c0,406.36,credit card,toys & games,4,36,mobile,0,20,7
359bdd81-ac60-45f6-909f-df9d0582916e,369.52,credit card,home & garden,4,49,mobile,0,307,16
c43c5e54-dfda-40a5-8108-b9283a0e5e29,319.71,bank transfer,home & garden,1,42,mobile,0,91,9
45fa1005-7ae4-4183-96c3-18e9a078bfed,307.37,bank transfer,home & garden,2,32,desktop,1,166,19
8e669224-0bce-4385-977d-895f29283d4a,62.27,PayPal,health & beauty,1,25,mobile,0,159,3
2a35b13f-6237-4bc3-b9c9-7be7c03305f2,150.43,credit card,home & garden,4,39,desktop,0,43,17
319176c2-ae71-4e37-bd4c-add0c43ebcce,30.32,bank transfer,toys & games,2,45,mobile,0,339,8
2d2d1209-c5a6-4cca-a346-c48d38e194ac,85.85,PayPal,electronics,1,47,tablet,0,356,3
24c04bd1-f6d8-40e3-897d-e25238b9031e,139.6,debit card,electronics,5,45,mobile,0,300,6
f08a0277-f357-4c11-aba8-9b3d898bc1a6,148.16,PayPal,health & beauty,5,25,tablet,0,99,15
06f28072-e94b-40f6-a495-b2546bbb462c,725.62,bank transfer,clothing,1,29,tablet,0,152,12
f434d813-746b-4026-8a0c-af090511483e,348.88,bank transfer,home & garden,3,39,mobile,0,143,14
e13c2a03-77db-498d-9659-757f998d58ae,213.2,debit card,health & beauty,2,27,mobile,0,218,17
366a7bfb-bf87-4fae-b6c4-9b8c5d8fb297,190.99,debit card,health & beauty,2,34,tablet,0,136,5
b901c2d8-b3ab-4af0-a1e7-4c34c8139cf5,472.03,PayPal,toys & games,2,23,desktop,0,73,3
d5de5d0a-971a-4a7d-a9c8-81ae790de312,41.27,debit card,home & garden,4,40,desktop,0,204,17
a5cbf89a-f28a-4639-b2e8-b66910dd9ba7,144.69,debit card,home & garden,2,38,mobile,0,34,11
f8443fba-ee60-4450-8b1a-991f0470bf6c,214.82,debit card,clothing,4,38,mobile,0,365,0
9d5a56de-374f-472b-8106-ce91ea18c638,23.73,bank transfer,clothing,5,42,tablet,0,192,22
4f20f5d8-411b-412e-8cae-b05baec67e20,186.01,PayPal,health & beauty,1,39,desktop,0,273,8
32d3d8ca-ff65-4bf1-b25a-42ab37e7f2d7,46.47,PayPal,clothing,4,34,desktop,0,222,0
7b5fb0db-3711-42ae-90de-4c8c9c9b1f4d,36.8,PayPal,health & beauty,1,49,tablet,0,271,6
2cb6412e-51a2-47be-af63-da7e4371043a,92.87,credit card,clothing,2,16,tablet,0,223,11
7d6bd1dc-8bfe-49c3-b0c6-a3d421c62daf,42.42,PayPal,health & beauty,2,20,tablet,0,151,20
ec12c962-abef-484f-8f61-d960736abb93,27.84,debit card,home & garden,2,61,tablet,0,94,17
7edb5ab9-dd5e-4125-a280-31d9713503ef,101.76,credit card,electronics,4,26,mobile,0,297,0
870764f8-b6de-4050-870f-d651b1c934dc,181.74,debit card,electronics,1,38,mobile,0,311,19
0616bc83-bdd4-40f0-b982-e1d86681220e,60.8,PayPal,health & beauty,4,47,tablet,0,350,2
8ac77488-a3bb-42cd-a6f0-8ac380efc97a,206.49,PayPal,clothing,2,39,tablet,0,61,14
2fad5867-a993-4153-9a59-f41a065b303e,21.81,PayPal,clothing,4,20,desktop,0,54,10
7848649d-9f7f-4305-adbe-62624a684825,76.52,debit card,clothing,1,39,mobile,0,336,9
b4abb38d-d88e-47e2-920a-d1470f330284,77.5,PayPal,toys & games,1,31,tablet,0,172,0
15ec9a1a-b4f7-4cb1-a4b8-e21af2bcb17d,518.6,credit card,home & garden,3,39,mobile,0,162,21
a127b248-4759-4b71-bbe5-dca30610b02b,45.7,credit card,toys & games,5,44,desktop,0,64,3
a374226c-7d1d-4959-a084-d3707b583619,121.61,bank transfer,clothing,1,46,mobile,0,218,21
0e8a3ec0-80e5-4fa9-9cf0-e3acc7b4676c,168.05,PayPal,clothing,2,22,desktop,0,180,12
eb4cd8ec-352b-49ab-890e-3aca3fbcb012,437.31,debit card,toys & games,3,50,mobile,0,177,0
e2c6239c-0cd2-489e-8e06-7cd1ee15ab41,280.08,bank transfer,toys & games,4,33,mobile,0,107,14
024c7181-a35c-454f-8c5a-58055ce53d16,190.88,bank transfer,toys & games,2,46,desktop,0,288,6
18d8acc2-a5ff-4950-97b3-66b5397c0d07,40.04,credit card,health & beauty,4,29,tablet,0,322,11
1cc919bc-6820-4534-b7d9-11448a5e79bf,1134.98,PayPal,electronics,5,40,desktop,0,160,19
d8359f94-8e37-4e95-9e09-7d7ac8409a39,105.43,PayPal,health & beauty,4,49,mobile,0,156,10
81418e1f-5c91-41f0-8713-64169069b8c8,234.5,bank transfer,clothing,2,24,mobile,0,113,4
8d77a639-fcf3-4921-930a-e11453b3d45c,314.19,credit card,clothing,2,18,desktop,0,302,0
0a6b6d5d-02b7-45f0-9042-1a5af173084c,43.41,credit card,electronics,1,22,mobile,0,40,14
e910fff8-7f82-4205-8026-dde982e7da71,64.81,debit card,home & garden,2,34,mobile,0,245,6
dfbadf0a-e856-485f-90a4-6d495dfa21f3,136.02,debit card,health & beauty,3,21,desktop,0,1,16
8c47543c-d152-4797-9620-31b3d9892f6c,396.25,credit card,toys & games,3,34,tablet,0,268,22
cc6751e4-7075-4026-a6c5-7d8c3b67b3d5,1213.92,debit card,toys & games,1,18,tablet,0,354,11
da10d12c-5000-4ce1-8750-4a7c6182a4e8,130.68,PayPal,toys & games,5,26,mobile,0,298,0
ab46bf32-39a8-4cfc-a887-05d4bd6e1f08,165.89,bank transfer,health & beauty,5,45,mobile,0,100,10
428ceb90-83dd-45f4-b4fb-4a10ee876542,63.61,debit card,toys & games,4,31,tablet,0,195,16
9e0fd2e2-b5d5-42fb-b5f1-79d33932c0e7,123.24,PayPal,home & garden,2,27,desktop,0,40,1
0df871de-66b0-448f-ae81-9b852a1d432f,187.15,credit card,home & garden,5,42,tablet,0,41,1
60fdb2de-c749-45ba-b0a7-317004ac077a,60.22,credit card,electronics,5,30,desktop,0,68,9
9128167c-5e9d-4cba-a3fb-4dd86d470ceb,34.65,debit card,toys & games,5,25,desktop,0,2,2
d46700c9-dfed-4949-becf-d8c78f1fe614,86.54,debit card,home & garden,5,41,tablet,0,32,9
59691090-4f05-416a-8c41-4ca68386cf19,94.23,bank transfer,health & beauty,4,26,tablet,1,27,14
c2f0d487-aa4e-405a-b606-212ac9f4e362,123.18,credit card,electronics,4,36,desktop,0,127,4
7bb75478-ba66-471b-905e-e05e0a339772,231.27,credit card,toys & games,3,36,tablet,0,176,16
7469ecfc-9732-48d4-b74a-33e224d948e5,198.64,debit card,health & beauty,5,32,tablet,0,262,5
c1b2710a-dc37-469f-805a-4ba221f5f4f8,50.15,bank transfer,clothing,5,28,desktop,0,313,3
be8fb00c-4811-4e17-b29a-00f68c7f25e5,372.97,debit card,electronics,5,33,desktop,0,320,4
494b3468-8202-4c34-8ba9-d1f814723361,511.29,PayPal,clothing,5,58,tablet,0,327,17
a3a6e2ab-67f2-47f5-9491-a93c38e19366,268.44,PayPal,electronics,3,31,desktop,0,145,9
1d3fd21c-dd72-4150-908d-fa0a8fab02c2,250.38,credit card,toys & games,2,32,desktop,0,8,20
5037c13a-265f-4cbb-9ce2-fe496d0fac56,127.8,bank transfer,toys & games,5,39,mobile,0,104,14
ab161b8a-bc61-4a6d-8658-2199e552ff09,104.08,bank transfer,clothing,1,32,desktop,0,137,19
67d2970e-9492-4ad5-b31b-c3160bd3027e,55.69,debit card,home & garden,2,33,mobile,0,118,18
da5a7d68-2b1d-46c0-a879-a6bd81578f08,679.48,PayPal,toys & games,2,41,tablet,0,337,1
e4717d14-2ee0-4237-ab88-ad81f41539e7,113.17,debit card,home & garden,1,18,mobile,0,188,21
c7b86291-9636-4134-80ee-c04b57700955,71.01,PayPal,clothing,5,38,desktop,0,223,10
1033e897-5633-4603-939c-e23854134e42,196.82,PayPal,toys & games,4,51,mobile,0,232,17
08714be5-35d7-4d88-afd3-f9c574e152ca,190.96,debit card,electronics,2,13,desktop,0,281,12
c051a20a-149b-4cf8-bf04-b569e5baecdf,10.6,credit card,health & beauty,4,43,mobile,0,155,17
8c2062f1-2512-4732-840c-e8ff8d3d1549,335.91,PayPal,clothing,3,30,mobile,0,283,14
fde99c74-ca65-467f-8d7a-e96de948b87c,272.91,credit card,toys & games,3,39,mobile,0,19,2
3d742c36-3f61-40ef-ae5a-6674379ac9eb,40.56,credit card,health & beauty,5,42,desktop,0,290,18
bbc662c1-c40b-4df8-8265-c332578055ad,34.4,credit card,electronics,2,41,mobile,0,313,7
b7edc92c-e8c1-4bdc-a0fb-bc8404003cf4,22.72,credit card,toys & games,1,28,mobile,0,266,10
6a03e593-16f3-4314-8e70-087ce35319e2,17.41,credit card,electronics,3,37,mobile,0,3,13
5166c660-6d05-488b-b93f-4d1f1178cd32,170.72,debit card,home & garden,2,40,tablet,0,359,7
5be35bb7-a19a-49c8-b3b8-f788340929cb,292.37,PayPal,toys & games,1,38,tablet,0,179,14
d80b8cb2-389e-4143-91f1-985a1fb4576e,35.11,debit card,electronics,4,37,desktop,0,131,6
737cf14b-17c1-4f90-be38-b131b61a7db1,319.62,debit card,health & beauty,2,35,desktop,0,256,12
2ffac52c-6bf3-4021-a9d0-8da7d11b1554,65.38,bank transfer,clothing,3,33,tablet,0,208,21
1d9e3408-2bfd-481b-9bea-9606c940fac3,195.39,PayPal,electronics,4,27,tablet,0,151,15
527fb942-324b-44f6-a1ab-272cf39eeb52,707.11,PayPal,toys & games,4,38,tablet,0,98,0
6de7f4b9-652e-4a69-831a-2803deba8474,113.97,bank transfer,toys & games,4,26,tablet,0,223,5
3a38acd1-096a-45b5-99f8-48dbcb2b65bc,208.36,debit card,home & garden,2,46,desktop,0,314,9
9aebf6a4-2e47-4e2f-8da5-4e3ab655ca31,409.62,debit card,electronics,5,54,mobile,0,80,2
f70726d4-37d7-4f5d-9a71-3493e90efd0f,398.76,credit card,electronics,1,39,desktop,0,288,5
a858dc67-2d9a-48d9-b89a-1a14cefa26c6,70.93,PayPal,home & garden,4,52,tablet,1,182,0
fcd06010-535d-48db-a95a-a36b44782144,116.98,PayPal,clothing,3,49,mobile,0,174,11
710aef60-ff0b-4767-8f0a-fa4a72044a3a,1465.65,debit card,toys & games,5,58,desktop,1,141,2
a44ee3c4-e2ec-45f8-be5a-5c1775257b06,95.05,PayPal,home & garden,1,45,tablet,0,184,6
b762e358-7818-4f8d-86fb-353957d9c74a,16.28,PayPal,toys & games,4,30,desktop,0,94,16
9651adef-8b42-48be-88d4-88a4c2933b54,58.93,PayPal,home & garden,5,31,tablet,0,51,17
8785f4cc-8c08-4878-8ba4-ac50cd8eaeac,101.32,debit card,health & beauty,1,27,desktop,0,47,5
c69d66cc-6f50-4c74-893d-8f321ee2939c,62.18,bank transfer,clothing,2,32,tablet,0,64,19
03ac285d-4491-4474-8ea8-f577d088cdd6,166.64,debit card,electronics,3,30,tablet,0,71,23
43d1544c-5730-4c40-bb19-3dd36584d668,36.71,debit card,toys & games,2,38,mobile,0,182,6
3c7dc819-4eb0-4416-b834-394df761f29d,377.57,debit card,health & beauty,1,27,desktop,0,301,23
4559a360-cf4b-4bac-9edf-bb0b576f6a63,101.53,bank transfer,health & beauty,2,30,tablet,0,4,19
cf457892-6ea5-4159-bacb-8ae22ff0402f,106.98,credit card,home & garden,5,30,mobile,0,286,12
e77d1298-f4db-4e1e-a63c-3450327dd710,304.29,bank transfer,clothing,2,29,desktop,0,346,18
f11b9d25-0aca-44a5-9805-9631f9d57875,279.03,PayPal,clothing,5,53,desktop,0,339,14
2d6e4fb9-31d9-4934-9b22-b8eba1515a38,22.34,PayPal,clothing,5,29,mobile,0,216,1
d8b369a7-3b3b-4a62-bce9-de2a49b76105,193.89,PayPal,electronics,4,29,tablet,0,70,12
ecccf996-46b5-49c6-801d-b73ac9ba0218,13.78,bank transfer,health & beauty,4,30,mobile,0,164,21
b2135dab-f425-4580-a821-816945e3b3a2,83.28,debit card,toys & games,5,36,tablet,0,210,5
6b5f7e05-a14a-4780-becd-5c9d0d0f8de6,25.28,PayPal,electronics,1,33,tablet,0,44,21
c0532cf4-23a8-403d-89d3-e37819001f49,128.54,bank transfer,toys & games,1,51,desktop,0,338,5
b40efbc8-848d-4e0c-ad14-3d0d5bcd361d,352.32,credit card,toys & games,5,38,desktop,0,212,14
ac8158ae-cdf0-4137-87f8-b13d628df757,135.45,debit card,clothing,4,26,desktop,0,170,6
546a0ae3-eadf-4546-8ce0-1eb2a46a0010,414.78,credit card,electronics,1,54,desktop,0,338,21
6c23e168-ffd1-44b7-b306-f3bc26b13b57,599.24,credit card,health & beauty,2,29,desktop,0,250,8
9125fdc3-37e5-4226-848e-ed1734bc45ae,453.66,PayPal,clothing,1,18,mobile,0,58,9
121c9518-f9fa-4a63-8483-18b2ee93420e,123.34,credit card,toys & games,3,41,desktop,1,8,0
15d843f3-a759-43c1-a321-f8f0c2f94d6c,50.14,debit card,health & beauty,1,49,tablet,0,89,0
10f5ddf6-2709-4291-b4da-ade614fa2f18,73.04,debit card,home & garden,4,28,tablet,0,70,23
457cca22-1d0a-4154-aaec-b677bc4e2f81,202.69,credit card,home & garden,4,19,desktop,0,327,10
c70748fb-9c6e-4a51-a996-4c8fa49b858c,217.21,bank transfer,clothing,2,33,desktop,0,251,20
b7bdb315-ebc6-4191-8f0a-1bf07975ba37,21.26,bank transfer,clothing,4,25,desktop,0,192,1
b0c6b3e8-762c-4727-836a-cadd7848adc9,10.12,credit card,clothing,1,42,desktop,0,162,0
b579a2d4-2b9d-4400-868c-01eb223f5d8c,32.05,bank transfer,electronics,4,35,tablet,0,168,13
c4c69a47-feb3-4b74-9a94-b705d31c0670,240.85,bank transfer,home & garden,4,23,mobile,0,88,15
89bddfa6-8604-45da-9eff-a21dbd61dd44,116.14,PayPal,toys & games,2,46,desktop,0,332,9
036bc813-1d0b-4eeb-a6bd-527da4a27ef1,18.38,bank transfer,home & garden,3,50,mobile,0,299,21
7cffbcf3-b363-4f9a-853c-407a3a5348bb,103.41,PayPal,toys & games,1,31,mobile,0,9,12
ea781820-854a-4646-9c28-ca092938eb7a,207.46,credit card,health & beauty,1,32,tablet,0,252,1
d559f08b-ebbb-4dd6-8bc0-c91f120e5533,170.7,debit card,health & beauty,5,38,tablet,0,260,18
39df6f62-391c-4556-b01b-eae714f8ac6f,149.61,PayPal,clothing,1,42,mobile,0,189,22
9836b635-11fb-40c0-8bdc-abb44ffea4e9,94.88,PayPal,electronics,1,42,tablet,0,129,7
973b82f2-5bc6-47a5-8f8b-67f76c9ab3e7,477.79,bank transfer,toys & games,3,49,desktop,0,158,19
3817d552-feee-43ee-9b9a-a7e6bef36762,385.19,PayPal,home & garden,5,42,desktop,0,147,8
1f6ee7a8-ad1d-40f8-8f7e-a33f36caaeb2,290.86,bank transfer,toys & games,4,44,tablet,0,42,11
d77c68e2-ae34-4edd-87ec-c5a3be6f6779,363.77,debit card,health & beauty,1,24,mobile,0,354,18
271a52b6-99e5-4144-b981-1cec0bcb4960,217.52,credit card,home & garden,3,26,tablet,0,29,19
e1e1d292-fc20-4323-9f19-276497c1fbb0,263.47,credit card,clothing,3,27,mobile,0,260,4
e523aa6e-e514-4c5f-8db9-f559337e46e0,46.78,PayPal,toys & games,1,35,mobile,0,359,0
baecdd96-f12f-4745-a927-07b3191dcab2,409.12,PayPal,clothing,2,46,desktop,0,215,12
